Ticker,currentRatio,quickRatio,operatingCashFlow,freeCashflow,cashConversionCycle,Score
MMM,0.018315688278691566,0.11461093100123398,0.0,0.8214966905191615,0.0,0.9544233097990871
AOS,0.025449845494179005,-0.04420026030798209,0.0,-0.2900348127184002,0.0,-0.3087852275322033
ABT,-0.012166619823845906,-0.09435116282668181,0.0,0.25625153745312973,0.0,0.149733754802602
ABBV,-0.44021605275309617,-0.27990950214587096,0.0,2.756602198579714,0.0,2.036476643680747
ACN,-0.23008269476964607,0.05860908985535243,0.0,0.772192631788508,0.0,0.6007190268742144
ADBE,-0.3669288013576337,-0.106053040081045,0.0,0.5356014148943823,0.0,0.06261957345570357
AMD,0.6642811961537418,0.5492520861632987,0.0,-0.03604124229945831,0.0,1.1774920400175821
AES,-0.5426884927573713,-0.5197979858603182,0.0,-1.19376598113094,0.0,-2.2562524597486293
AFL,-0.05432300336990854,0.25252591292765836,0.0,0.2821867186837904,0.0,0.48038962824154025
A,0.6928178250156919,0.6888387648403462,0.0,-0.21513695255405377,0.0,1.1665196373019844
APD,-0.079616833497546,0.12464111150497395,0.0,-0.7132516599550929,0.0,-0.668227381947665
ABNB,-0.11204482084067105,-0.21805672237280782,0.0,0.05455917492342663,0.0,-0.2755423682900522
AKAM,1.0573084027524173,1.586539919925072,0.0,-0.2773438835151453,0.0,2.366504439162344
ALB,0.793993145526242,0.4890710031408589,0.0,-0.6821357745398976,0.0,0.6009283741272032
ARE,0.8997083842648295,1.4912532051395426,0.0,-0.1562452094916689,0.0,2.234716379912703
ALGN,-0.25213372616297114,-0.03417007980424213,0.0,-0.28710183883570034,0.0,-0.5734056448029137
ALLE,-0.2008975061608336,-0.1996680581159513,0.0,-0.29452618526900365,0.0,-0.6950917495457886
LNT,-0.6853716370671213,-0.691146902799209,0.0,-0.4909673825883098,0.0,-1.86748592245464
ALL,-0.8021123915023713,-0.6869676609226507,0.0,0.6566267144700378,0.0,-0.8324533379549842
GOOGL,0.34648692019111677,0.7724236023715125,0.0,6.894732979972517,0.0,8.013643502535146
GOOG,0.34648692019111677,0.7724236023715125,0.0,6.894732979972517,0.0,8.013643502535146
MO,-0.7392020960567088,-0.5891734010111862,0.0,1.4191402409233271,0.0,0.09076474385543198
AMZN,-0.3520119271797961,-0.1913095743628347,0.0,7.184920854461592,0.0,6.641599352918961
AMCR,-0.21386870109808362,-0.3726886718054655,0.0,-0.2506765155607917,0.0,-0.8372338884643409
AEE,-0.6613749264332088,-0.6585488161620542,0.0,-0.5091565326579506,0.0,-1.8290802752532136
AAL,-0.6698062031424215,-0.5106036537318898,0.0,-0.30363227505679563,0.0,-1.4840421319311068
AEP,-0.6996399514980963,-0.6577129677867425,0.0,-0.45149396737201614,0.0,-1.808846886656855
AXP,0.004047373847716545,0.46817479375806736,0.0,-0.34989455706707223,0.0,0.12232761053871166
AIG,-0.5206374613640462,-0.6995053865523256,0.0,0.5186621396855096,0.0,-0.7014807082308623
AMT,-0.6574835679520339,-0.44122823858102184,0.0,0.2888275693277827,0.0,-0.809884237205273
AWK,-0.49274939224895875,-0.28910383427429925,0.0,-0.4753766849344162,0.0,-1.2572299114576744
AMP,0.9684557174322547,0.9880724832019218,0.0,0.10961998703810029,0.0,2.066148187672277
AME,-0.32801521654588367,-0.3818830039338938,0.0,-0.19405770474221162,0.0,-0.9039559252219891
AMGN,-0.12501601577792107,-0.18545863573565305,0.0,0.15570136322737543,0.0,-0.15477328828619868
APH,0.2868194234797667,0.2057184039102052,0.0,-0.11341913606535313,0.0,0.37911869132461873
ADI,-0.06729419830715856,-0.16957751660473144,0.0,0.043541050931860135,0.0,-0.19333066398002988
ANSS,0.7712935543860544,1.3717268874699746,0.0,-0.2612299908514574,0.0,1.8817904510045715
AON,-0.1970061476796586,-0.48803574759847496,0.0,0.01850977149425319,0.0,-0.6665321237838804
APA,-0.29234443046844616,-0.22474350937530113,0.0,-0.18902088655312835,0.0,-0.7061088263968757
AAPL,-0.3747115183199837,-0.15286054909849817,0.0,10.79737492945039,0.0,10.269802862031908
AMAT,0.768050755651742,0.6136124110622967,0.0,0.27583855748279246,0.0,1.657501724196831
APTV,-0.20997734261690862,-0.1745926068566014,0.0,-0.21059788324424894,0.0,-0.595167832717759
ACGL,0.11235685157375414,-0.1428303685947582,0.0,-0.21148596330360342,0.0,-0.24195948032460748
ADM,-0.09388514792852103,-0.5824866140086928,0.0,0.27379929683658644,0.0,-0.4025724651006274
ANET,2.1994221169772805,2.181663963146976,0.0,-0.1493991225852042,0.0,4.231686957539052
AJG,-0.36887448059822114,-0.7596864695747654,0.0,-0.0022399901868534614,0.0,-1.13080094035984
AIZ,-0.7891411965651214,-0.770552498453817,0.0,-0.23228507633181564,0.0,-1.791978771350754
T,-0.6068959076967588,-0.5440375887443564,0.0,2.1460650887910235,0.0,0.9951315923499084
ATO,-0.166523839577121,0.0009355519588477415,0.0,-0.553991789437884,0.0,-0.7195800770561572
ADSK,-0.5135033041485588,-0.28408874402242923,0.0,-0.11425786477760205,0.0,-0.9118499129485901
ADP,-0.39027695224468373,-0.7814185273328687,0.0,0.2840302916816885,0.0,-0.887665187895864
AZO,-0.5180432223765963,-0.8023147367156602,0.0,-0.163117483514581,0.0,-1.4834754426068375
AVB,-0.2787246757843336,-0.5390224984924864,0.0,-0.1917471758826712,0.0,-1.0094943501594913
AVY,-0.48107531680543375,-0.45460181258600846,0.0,-0.25364993211882814,0.0,-1.1893270615102702
AXON,0.8380952083128921,1.1092704976221126,0.0,-0.32368458162468094,0.0,1.6236811243103237
BKR,-0.2391625312257211,-0.27573026026931263,0.0,-0.1038147290283919,0.0,-0.6187075205234256
BALL,-0.2612135626190461,-0.14366621697006987,0.0,-0.24210820894332288,0.0,-0.6469879885324389
BAC,-1.0472679758163965,-0.8842278774962031,0.0,-0.34989455706707223,0.0,-2.281390410379672
BK,-1.0472679758163965,-0.8842278774962031,0.0,-0.34989455706707223,0.0,-2.281390410379672
BBWI,0.017018568784966565,-0.03584177655486546,0.0,-0.28272955030257524,0.0,-0.3015527580724741
BAX,-0.08934522970048345,-0.14868130722193984,0.0,-0.14229811967766912,0.0,-0.3803246566000924
BDX,-0.1321501729934085,-0.22975859962717113,0.0,0.16519066483609354,0.0,-0.1967181077844861
BRK.B,-1.0472679758163965,-0.8842278774962031,0.0,-0.34989455706707223,0.0,-2.281390410379672
BBY,-0.4000053484476212,-0.6318016681520809,0.0,-0.274523051116962,0.0,-1.3063300677166643
BIO,3.2111753220827803,2.890463385411266,0.0,-0.333999080532101,0.0,5.767639626961945
TECH,1.5962615523951547,1.197870425405149,0.0,-0.32455761040729914,0.0,2.4695743673930046
BIIB,0.3121132536074043,0.02601100321819765,0.0,-0.2314940317483261,0.0,0.10663022507727582
BLK,0.6798466300784418,0.7908122666283691,0.0,0.2500843115441646,0.0,1.7207432082509755
BX,-0.3539576064203837,-0.04420026030798209,0.0,-0.34989455706707223,0.0,-0.748052423795438
BA,-0.3066127448994212,-0.7028487800535723,0.0,0.05339151581989095,0.0,-0.9560700091331025
BKNG,-0.2586193236315961,0.07365436061096238,0.0,0.4408401595783168,0.0,0.25587519655768304
BWA,-0.04848596564814596,0.053593999603482635,0.0,-0.25773180468852197,0.0,-0.2526237707331853
BXP,-0.4499444489560337,-0.2071906934937562,0.0,-0.21672816932046338,0.0,-0.8738633117702532
BSX,0.03258400270966659,-0.09685870795261681,0.0,-0.13251281102985377,0.0,-0.196787516272804
BMY,-0.3273666567990211,-0.11608322058478497,0.0,1.803826051273309,0.0,1.360376173889503
AVGO,-0.18144071375495857,-0.19381711948876967,0.0,2.1287640103604426,0.0,1.7535061771167144
BR,-0.1431756886900711,0.15974674326806382,0.0,-0.2386693690172753,0.0,-0.2220983144392826
BRO,-0.38184567553547116,-0.6125771555199128,0.0,-0.25790119575655174,0.0,-1.2523240268119358
BF.B,-1.0472679758163965,-0.8842278774962031,0.0,-0.34989455706707223,0.0,-2.281390410379672
BLDR,0.3879947439903168,0.2725862739351381,0.0,-0.1858322556834264,0.0,0.47474876224202855
BG,0.24077168145252917,-0.30414910502990916,0.0,-0.13165762906180475,0.0,-0.19503505263918475
CDNS,-0.1931147891984836,0.02601100321819765,0.0,-0.20877183287957504,0.0,-0.375875618859861
CZR,-0.6030045492155838,-0.46296029633912505,0.0,-0.2771708380392254,0.0,-1.343135683593934
CPT,-0.854645730998234,-0.6552054226608075,0.0,-0.25370719854293067,0.0,-1.7635583522019722
CPB,-0.39416831072585873,-0.557411162749343,0.0,-0.2660040790060095,0.0,-1.217583552481211
COF,-1.0472679758163965,-0.8842278774962031,0.0,-0.34989455706707223,0.0,-2.281390410379672
CAH,-0.4090851849036962,-0.532335711489993,0.0,-0.13002948088293909,0.0,-1.0714503772766282
KMX,0.41847705209285413,-0.5966960363889912,0.0,-0.27934136686930827,0.0,-0.4575603511654453
CCL,-0.8124893474521714,-0.6677431482904824,0.0,-0.40901752563145205,0.0,-1.889250021374106
CARR,-0.167820959070846,-0.4203320291982302,0.0,-0.4231445445122707,0.0,-1.011297532781347
CTLT,0.5773741900741668,0.3687088370959795,0.0,-0.33356379024113064,0.0,0.6125192369290158
CAT,-0.17236087729888358,-0.25650574763714434,0.0,0.5901852678373365,0.0,0.1613186429013086
CBOE,-0.1827378332486836,-0.47967726384535836,0.0,-0.26315071900948656,0.0,-0.9255658161035285
CBRE,-0.3033699461651086,-0.08850022419950017,0.0,-0.2416195708228856,0.0,-0.6334897411874943
CDW,-0.22943413502278365,0.020160064591016096,0.0,-0.16516940828398222,0.0,-0.3744434787157498
CE,-0.26445636135335854,-0.3225377692867657,0.0,-0.171325098389239,0.0,-0.7583192290293633
COR,-0.47199548034935873,-0.4671395382156834,0.0,0.002127178807107638,0.0,-0.9370078397579344
CNC,-0.2865073927466836,0.045235515850366004,0.0,-0.12086912650609712,0.0,-0.3621410034024147
CNP,-0.23656829223827108,-0.4186603324476069,0.0,-0.7640184585959646,0.0,-1.4192470832818427
CF,1.5087059865687173,1.9116849379213092,0.0,-0.17097974842333089,0.0,3.2494111760666957
CHRW,-0.156146883627321,0.1998674652830235,0.0,-0.30575972986945515,0.0,-0.2620391482137526
CRL,0.08576590195239167,0.09120717649250741,0.0,-0.31090897162292674,0.0,-0.13393589317802768
SCHW,-0.7651444859312089,-0.5206338342356298,0.0,-0.34989455706707223,0.0,-1.6356728772339109
CHTR,-0.7865469575776713,-0.6042186717667961,0.0,0.0728798836771106,0.0,-1.317885745667357
CVX,-0.2495394871755211,-0.20886239024437953,0.0,1.5937627369927914,0.0,1.1353608595728908
CMG,0.022855606506729,0.3812465627256544,0.0,-0.21899479476355466,0.0,0.18510737446882874
CB,-0.7956267940337465,-0.7304317764388573,0.0,1.1067999857469248,0.0,-0.4192585847256789
CHD,-0.1827378332486836,-0.23393784150372943,0.0,-0.2663856278187367,0.0,-0.6830613025711497
CI,-0.5089633859205213,-0.40277921331668537,0.0,0.15570136322737543,0.0,-0.7560412360098312
CINF,-0.3980596692070338,-0.21722087399749618,0.0,-0.055628296010299734,0.0,-0.6709088392148297
CTAS,0.49565566196949185,0.02851854834413273,0.0,-0.17044492498658684,0.0,0.35372928532703773
CSCO,-0.4668070023744587,-0.31417928553364904,0.0,1.5042806022654525,0.0,0.7232943143573447
C,-1.0472679758163965,-0.8842278774962031,0.0,-0.34989455706707223,0.0,-2.281390410379672
CFG,-1.0472679758163965,-0.8842278774962031,0.0,-0.34989455706707223,0.0,-2.281390410379672
CLX,-0.4635642036401462,-0.48051311222067,0.0,-0.27745041708340656,0.0,-1.2215277329442227
CME,-0.39027695224468373,-0.865003364864035,0.0,-0.03637013900956637,0.0,-1.291650456118285
CMS,0.26930831031447905,-0.4437357837069568,0.0,-0.5268358675660398,0.0,-0.7012633409585176
KO,-0.3734143988262587,-0.26068498951370267,0.0,1.0720497664241517,0.0,0.43795037808419035
CTSH,0.47879310855106694,0.7991707503814856,0.0,-0.11123182979812507,0.0,1.1667320291344274
CL,-0.3591460843952837,-0.39274903281294543,0.0,0.01888804481235084,0.0,-0.7330070723958783
CMCSA,-0.6613749264332088,-0.4763338703441117,0.0,2.6760338551604668,0.0,1.5383250583831463
CMA,-1.0472679758163965,-0.8842278774962031,0.0,-0.34989455706707223,0.0,-2.281390410379672
CAG,-0.43308189553760873,-0.644339393781756,0.0,-0.2222530867311246,0.0,-1.2996743760504892
COP,-0.171712317552021,0.06278833173191084,0.0,0.39005527414447744,0.0,0.2811312883243673
ED,-0.4064909459162462,-0.33006040466457065,0.0,-0.6344084328282189,0.0,-1.3709597834090357
STZ,-0.27742755629060856,-0.5565753143740313,0.0,-0.2336862638879406,0.0,-1.0676891345525805
CEG,-0.12047609754988349,-0.3517924624226739,0.0,-0.4723012986078337,0.0,-0.9445698585803911
COO,0.15840459360099163,-0.20301145161719797,0.0,-0.3317415847935139,0.0,-0.37634844280972024
CPRT,3.728726000079056,4.955844720806385,0.0,-0.27574978700795594,0.0,8.408820933877486
GLW,0.03582680144397902,-0.28659628914836427,0.0,-0.30685566911307416,0.0,-0.5576251568174594
CPAY,-0.35330904667352114,-0.26570007976557264,0.0,-0.21007116013098476,0.0,-0.8290802865700786
CTVA,-0.06469995931970855,-0.1771001519825364,0.0,-0.023065433476522613,0.0,-0.26486554477876756
CSGP,4.848788682910595,6.625033926303775,0.0,-0.34589899567543464,0.0,11.127923613538934
COST,-0.4460530904748587,-0.5682771916283946,0.0,0.1704204424980093,0.0,-0.843909839605244
CTRA,-0.079616833497546,0.297661725194488,0.0,-0.2652311212154875,0.0,-0.04718622951854545
CCI,-0.7761700016278714,-0.6593846645373658,0.0,-0.14858043417428804,0.0,-1.5841351003395252
CSX,-0.3027213864182462,-0.08682852744887684,0.0,-0.04531670210454344,0.0,-0.4348666159716664
CMI,-0.18014359426123358,-0.27489441189400093,0.0,0.20148671553696398,0.0,-0.25355129061827053
CVS,-0.5219345808577712,-0.4295263613266585,0.0,0.7504669242730859,0.0,-0.20099401791134386
DHR,0.1512704363855042,0.23413724867080177,0.0,0.289768284649167,0.0,0.6751759697054729
DRI,-0.7969239135274714,-0.7697166500785053,0.0,-0.25171095718223263,0.0,-1.8183515207882093
DVA,-0.12242177679047107,0.1990316169077119,0.0,-0.2757368702759205,0.0,-0.19912703015867966
DAY,-0.3520119271797961,-0.8048222818415952,0.0,-0.32969571842613327,0.0,-1.4865299274475245
DECK,0.8050186612229044,0.9161895229251185,0.0,-0.23844890044173106,0.0,1.482759283706292
DE,0.2576342348709542,0.6177916529388549,0.0,0.09383193451755252,0.0,0.9692578223273617
DAL,-0.7833041588433589,-0.6435035454064442,0.0,-0.4253976301215204,0.0,-1.8522053343713234
DVN,-0.37276583907939614,-0.16874166822941977,0.0,-0.11894495444754485,0.0,-0.6604524617563607
DXCM,0.8322581705911296,1.1510629163876958,0.0,-0.28090570184495955,0.0,1.702415385133866
FANG,-0.4505930087028962,-0.1587114877256798,0.0,-0.23051385892608245,0.0,-0.8398183553546584
DLR,-0.38184567553547116,-0.10187379820448669,0.0,-0.1678039332421283,0.0,-0.6515234069820861
DFS,-0.3364464932550961,0.02851854834413273,0.0,-0.34989455706707223,0.0,-0.6578225019780356
DG,-0.2748333173031586,-0.8031505850909718,0.0,-0.3200965972291559,0.0,-1.3980804996232863
DLTR,-0.20024894641397104,-0.7621940147007004,0.0,-0.2740214541630159,0.0,-1.2364644152776874
D,-0.36628024161077116,-0.7404619569425972,0.0,-1.752597227335131,0.0,-2.859339425888499
DPZ,0.09095437992729152,-0.08097758882169519,0.0,-0.29496660878211683,0.0,-0.2849898176765205
DOV,-0.19765470742652103,-0.1913095743628347,0.0,-0.21185295342683305,0.0,-0.6008172352161888
DOW,0.12013956853610415,-0.09184361770074682,0.0,-0.020154503925288773,0.0,0.008141446910068552
DHI,2.652116820287305,-0.3860622458104521,0.0,-0.18631059578347295,0.0,2.0797439786933802
DTE,-0.5582539266820713,-0.5298281663640582,0.0,-0.5129719871040442,0.0,-1.6010540801501736
DUK,-0.5426884927573713,-0.6501903324089375,0.0,-0.779872290458534,0.0,-1.972751115624843
DD,0.4645247941200918,0.2934824833179298,0.0,-0.008823279696429456,0.0,0.7491839977415921
EMN,-0.14576992767752112,-0.3150151339089607,0.0,-0.29774464503260106,0.0,-0.7585297066190828
ETN,-0.03746044995148352,-0.07011155994264356,0.0,-0.022621380816403355,0.0,-0.13019339071053043
EBAY,0.24271736069311675,0.6186275013141667,0.0,-0.13512769986081163,0.0,0.7262171621464718
ECL,-0.1340958522339961,-0.10856058520698,0.0,-0.1015123173329207,0.0,-0.3441687547738968
EIX,-0.4013024679413462,-0.4972300797269032,0.0,-0.5014598612643308,0.0,-1.3999924089325804
EW,1.3880738736522924,1.0532686564762312,0.0,-0.26148968957990476,0.0,2.179852840548619
EA,-0.156146883627321,0.1513882595149472,0.0,-0.1022030341053263,0.0,-0.1069616582177001
ELV,-0.15549832388045853,0.13885053388527213,0.0,-0.38425001613476906,0.0,-0.40089780612995546
LLY,-0.169118078564571,-0.32086607253614235,0.0,-0.5120148353674493,0.0,-1.0019989864681627
EMR,-0.2852102732529586,-0.21387748049624952,0.0,-0.06348941575897346,0.0,-0.5625771695081816
ENPH,1.6481463321441547,2.185007356648223,0.0,-0.317346467940307,0.0,3.515807220852071
ETR,-0.5991131907344088,-0.5707847367543296,0.0,-0.5662936715560012,0.0,-1.7361915990447396
EOG,0.45933631614519177,0.6771368875859831,0.0,0.04993788143609479,0.0,1.1864110851672698
EPAM,1.9892887589938304,2.8938067789125124,0.0,-0.2736711193826586,0.0,4.609424418523684
EQT,-0.4745897193368087,-0.4671395382156834,0.0,-0.316020780956409,0.0,-1.257750038508901
EFX,-0.5712251216193213,-0.3726886718054655,0.0,-0.268857447422827,0.0,-1.212771240847614
EQIX,-0.3370950530019587,-0.11357567545884999,0.0,-0.012044109772978621,0.0,-0.4627148382337873
EQR,-0.8475115737827464,-0.8123449172194002,0.0,-0.18058873610059675,0.0,-1.8404452271027432
ESS,-0.4700498011087712,-0.35847924942516723,0.0,-0.2542229247513459,0.0,-1.0827519752852843
EL,-0.025137814761095927,-0.026647444426437062,0.0,-0.5080382164812258,0.0,-0.5598234756687588
ETSY,0.5644029951369168,0.6838236745884763,0.0,-0.27499120266044863,0.0,0.9732354670649446
EG,-0.02902917324227093,0.09538641836906563,0.0,-0.3567936071007908,0.0,-0.2904363619739961
EVRG,-0.6756432408641839,-0.8215392493478284,0.0,-0.4547667001449582,0.0,-1.9519491903569706
ES,-0.5498226499728588,-0.6150847006458476,0.0,-0.7725038253108588,0.0,-1.9374111759295651
EXC,-0.3792514365480212,-0.4328697548279052,0.0,-0.7115231755448486,0.0,-1.5236443669207749
EXPE,-0.5329600965544338,-0.3726886718054655,0.0,-0.11920808865622065,0.0,-1.0248568570161198
EXPD,0.15062187663864163,0.46232385513088564,0.0,-0.2709744863309703,0.0,0.34197124543855695
EXR,-0.002438223620908464,-0.5950243396383679,0.0,-0.16316785371734258,0.0,-0.7606304169766189
XOM,-0.1509584056524211,-0.02748329280174882,0.0,3.128196943113213,0.0,2.949755244659043
FFIV,-0.20478886464200863,0.06028078660597576,0.0,-0.25862454959112785,0.0,-0.40313262762716073
FDS,0.11365397106747914,0.4288899201184191,0.0,-0.2741722111189241,0.0,0.2683716800669741
FICO,0.2731996687956542,0.7197651547268779,0.0,-0.2949505218091352,0.0,0.6980143017133968
FAST,2.08786984051693,1.016491327962518,0.0,-0.22027464587337503,0.0,2.884086522606073
FRT,-0.3403378517362711,0.026846851593509403,0.0,-0.34989455706707223,0.0,-0.6633855572098339
FDX,-0.19830326717338362,0.09204302486781897,0.0,0.08590503542685718,0.0,-0.02035520687870747
FIS,-0.06275428007912098,0.027682699968820976,0.0,0.01888804481235084,0.0,-0.01618353529794917
FITB,-1.0472679758163965,-0.8842278774962031,0.0,-0.34989455706707223,0.0,-2.281390410379672
FSLR,0.5170581336159543,0.508295515773027,0.0,-0.4689611276948185,0.0,0.5563925216941628
FE,-0.6270012598494963,-0.5432017403690448,0.0,-0.15464897422963145,0.0,-1.3248519744481726
FI,-0.36238888312959616,-0.7563430760735187,0.0,0.16997642351906875,0.0,-0.9487555356840461
FMC,-0.09842506615655847,-0.12277000758727828,0.0,-0.29199187444796326,0.0,-0.5131869481918
F,-0.2897501914809962,-0.09267946607605848,0.0,-0.5808277232713889,0.0,-0.9632573808284435
FTNT,-0.26899627958139616,9.970358353617072e-05,0.0,-0.1494783912392994,0.0,-0.4183749672371594
FTV,-0.07248267628205857,-0.03166253467830704,0.0,-0.20651108480216873,0.0,-0.31065629576253434
FOXA,1.0527684845243797,1.4803871762604912,0.0,-0.263487859188084,0.0,2.2696678015967873
FOX,1.0527684845243797,1.4803871762604912,0.0,-0.263487859188084,0.0,2.2696678015967873
BEN,2.284383443816268,0.33527490208351296,0.0,-0.46965516206332714,0.0,2.1500031838364535
FCX,0.4794416682979294,0.10290905374687069,0.0,-0.3752212246521176,0.0,0.2071294973926825
GRMN,1.5748590807486926,1.2873062015634968,0.0,-0.22722250888160817,0.0,2.6349427734305815
IT,-0.4544843671840712,-0.2322661447531061,0.0,-0.20823751466051166,0.0,-0.894988026597689
GE,-0.2910473109747212,-0.28659628914836427,0.0,0.45781237497996835,0.0,-0.11983122514311711
GEHC,-0.36109176363587114,-0.27322271514337765,0.0,-0.114553905497878,0.0,-0.7488683842771268
GEV,-0.4045452666756587,-0.37101697505484216,0.0,-0.34989455706707223,0.0,-1.125456798797573
GEN,-0.7145568256759339,-0.5106036537318898,0.0,-0.2495417461282668,0.0,-1.4747022255360904
GNRC,0.43598816525814177,-0.16706997147879646,0.0,-0.28854994848391635,0.0,-0.019631754704571014
GD,-0.11269338058753348,-0.2531623541358977,0.0,-0.25253489985702765,0.0,-0.6183906345804588
GIS,-0.6198671026340088,-0.6050545201421077,0.0,-0.10066698710964452,0.0,-1.3255886098857612
GM,-0.2949386694558962,-0.14700961047131653,0.0,-0.6133576792935659,0.0,-1.0553059592207785
GPC,-0.31115266312745865,-0.5482168306209146,0.0,-0.23216731009045438,0.0,-1.0915368038388278
GILD,-0.34747200895175867,-0.19548881623939302,0.0,0.8192436891128586,0.0,0.27628286392170687
GPN,-0.4505930087028962,-0.6284582746508343,0.0,-0.08211382770109002,0.0,-1.1611651110548205
GL,-0.719745303650834,-0.5783073721321346,0.0,-0.17471344180810486,0.0,-1.4727661175910733
GS,-0.043297487673245955,0.312706995950098,0.0,-0.34989455706707223,0.0,-0.08048504879022017
HAL,0.3302729265195543,0.20237501040895856,0.0,-0.09095404247428868,0.0,0.4416938944542242
HIG,0.1953724991721541,-0.025811596051125492,0.0,0.32795560089698955,0.0,0.49751650401801817
HAS,-0.32542097755843363,-0.32337361766207734,0.0,-0.22403253076475782,0.0,-0.8728271259852688
HCA,-0.2929929902153086,-0.15787563935036814,0.0,0.14805405160115598,0.0,-0.30281457796452077
DOC,0.4126400143710917,0.29181078656730647,0.0,-0.2686725630125904,0.0,0.4357782379258078
HSIC,0.08576590195239167,-0.23895293175559942,0.0,-0.29093604948818846,0.0,-0.4441230792913962
HSY,-0.41751646161290873,-0.47048293171693006,0.0,-0.2562869663247882,0.0,-1.144286359654627
HES,-0.2508366066692461,0.0017714003341594978,0.0,-0.37257343772985424,0.0,-0.6216386440649408
HPE,-0.4674555621213212,-0.47215462846755335,0.0,-0.11958634513372894,0.0,-1.0591965357226034
HLT,-0.5005321092113088,-0.2615208378890143,0.0,-0.1519682892160626,0.0,-0.9140212363163855
HOLX,1.5268656594808674,1.5982417971794356,0.0,-0.25294933834076566,0.0,2.8721581183195375
HD,-0.1788464747675086,-0.5966960363889912,0.0,1.5868225280324202,0.0,0.8112800168759204
HON,0.03193544296280401,0.11293923425061066,0.0,0.23903270846095986,0.0,0.38390738567437455
HRL,-0.08156251273813343,-0.24313217363215775,0.0,-0.2518351144272542,0.0,-0.5765298007975455
HST,3.082111932457143,4.430931941110661,0.0,-0.20285187734411303,0.0,7.310191996223691
HWM,0.22844904626214174,-0.22641520612592447,0.0,-0.27848650908260436,0.0,-0.2764526689463871
HPQ,-0.5887362347846088,-0.5841583107593162,0.0,0.05128644215048458,0.0,-1.1216081033934404
HUBB,0.026098405241041577,-0.09936625307855179,0.0,-0.27863781335766663,0.0,-0.35190566119517686
HUM,0.033232562456529016,0.24249573242391842,0.0,-1.247297297239191,0.0,-0.9715690023587435
HBAN,-1.0472679758163965,-0.8842278774962031,0.0,-0.34989455706707223,0.0,-2.281390410379672
HII,-0.4240020590815337,-0.16706997147879646,0.0,-0.2991754383448125,0.0,-0.8902474689051427
IBM,-0.3130983423680462,-0.07763419532044855,0.0,1.1009452538140359,0.0,0.7102127161255412
IEX,1.1416211698445422,1.036551688969998,0.0,-0.2752581849437921,0.0,1.9029146738707483
IDXX,-0.02902917324227093,-0.03166253467830704,0.0,-0.25344399697189746,0.0,-0.31413570489247544
ITW,-0.1944119086922086,-0.16038318447630315,0.0,0.0023599157519972064,0.0,-0.35243517741651453
ILMN,0.08900870068670409,0.11293923425061066,0.0,-0.25778113919503814,0.0,-0.055833204257723396
